village,num_hh,totalpop,male_pop,female_pop,hh_size
                MONNON ,130,1 004 ,507,497,7.7
                WONKO ,307,3 069 ,1 523 ,1 546 ,10
                SAKABANSI ,1 436 ,15 111 ,7 543 ,7 568 ,10.5
                TAKOU ,98,1 076 ,542,534,11
                TONTAROU ,390,3 484 ,1 755 ,1 729 ,8.9
                TONTAROU PEULH ,100,1 295 ,613,682,13
        COM: PARAKOU ,46 181 ,255 478 ,127 328 ,128 150 ,5.5
            ARROND: 1er Arrondissement ,20 132 ,114 558 ,56 949 ,57 609 ,5.7
                ALAGA ,992,4 395 ,2 179 ,2 216 ,4.4
                ALBARIKA ,3 259 ,17 784 ,8 949 ,8 835 ,5.5
                BOUNDAROU ,332,1 636 ,791,845,4.9
                CAMP ADAGBE ,1 324 ,6 551 ,3 198 ,3 353 ,4.9
                DEPOT ,744,3 573 ,1 721 ,1 852 ,4.8
                KPEBIER ,531,3 149 ,1 471 ,1 678 ,5.9
                TOUROU I ,381,2 885 ,1 389 ,1 496 ,7.6
                TOUROU II ,316,2 614 ,1 259 ,1 355 ,8.3
                TOUROU III ,787,4 756 ,2 372 ,2 384 ,6
                TOUROU IV ,1 095 ,6 791 ,3 392 ,3 399 ,6.2
                TOUROU V ,504,3 427 ,1 726 ,1 701 ,6.8
                TOUROU VI ,158,1 533 ,769,764,9.7
                BAKINKOURA ,266,1 469 ,716,753,5.5
                BAPEROU ,453,3 801 ,1 843 ,1 958 ,8.4
                BEROUYAROU ,149,1 135 ,593,542,7.6
                KABASSIRA ,196,1 105 ,550,555,5.6
                KADERA ,236,1 056 ,562,494,4.5
                MADINA ,890,5 151 ,2 617 ,2 534 ,5.8
                OUEZE ,426,2 417 ,1 270 ,1 147 ,5.7
                SAWARAROU ,111,1 594 ,739,855,14.4
                SINAGOUROU ,1 376 ,7 616 ,3 768 ,3 848 ,5.5
                TITIROU ,4 838 ,25 530 ,12 738 ,12 792 ,5.3
                ZAZIRA ,768,4 590 ,2 337 ,2 253 ,6
            ARROND: 2ème Arrondissement ,13 384 ,71 121 ,36 081 ,35 040 ,5.3
                AGBAGBA ,460,2 590 ,1 349 ,1 241 ,5.6
                ASSAGBINE-BAKA ,456,3 421 ,1 761 ,1 660 ,7.5
                BANIKANI ,6 794 ,34 297 ,17 470 ,16 827 ,5
                BAPARAPE ,195,1 025 ,483,542,5.3
                GOROMOSSO ,364,2 281 ,1 160 ,1 121 ,6.3
                KOROBOKOKOU ,257,2 141 ,1 036 ,1 105 ,8.3
                KOROBOROROU-PEULH ,186,1 074 ,535,539,5.8
                LADJI FARANI ,3 666 ,18 798 ,9 504 ,9 294 ,5.1
                LEMANDA ,291,1 660 ,823,837,5.7
                ZONGO-ZENON ,715,3 834 ,1 960 ,1 874 ,5.4
            ARROND: 3ème Arrondissement ,12 665 ,69 799 ,34 298 ,35 501 ,5.5
                AMAOUIGNON DEKPAROU ,2 667 ,15 386 ,7 688 ,7 698 ,5.8
                GAH CENTRE ,821,3 840 ,1 820 ,2 020 ,4.7
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                GANOU ,1 718 ,9 407 ,4 638 ,4 769 ,5.5
                GUEMA ,1 616 ,10 189 ,4 894 ,5 295 ,6.3
                TRANZA ,868,4 687 ,2 254 ,2 433 ,5.4
                WANSIROU ,1 233 ,5 945 ,2 893 ,3 052 ,4.8
                SWINROU ,505,3 059 ,1 546 ,1 513 ,6.1
                ZONGO II ,2 734 ,13 859 ,6 869 ,6 990 ,5.1
                WORE ,503,3 427 ,1 696 ,1 731 ,6.8
        COM: PERERE ,8 628 ,78 988 ,39 139 ,39 849 ,9.2
            ARROND: GNINSY ,2 022 ,19 670 ,9 673 ,9 997 ,9.7
                BORO ,621,6 059 ,3 033 ,3 026 ,9.8
                DIGUIDIROU ,359,3 485 ,1 712 ,1 773 ,9.7
                DIGUIDIROU PEULH ,173,1 784 ,851,933,10.3
                GNINSY ,320,2 974 ,1 481 ,1 493 ,9.3
                GNINSY-GANDO ,92,963,458,505,10.5
                GNINSY-PEULH ,68,734,356,378,10.8
                SANDILO ,389,3 671 ,1 782 ,1 889 ,9.4
            ARROND: GUINAGOUROU ,2 996 ,26 722 ,13 146 ,13 576 ,8.9
                ALAFIAROU ,147,1 388 ,663,725,9.4
                BOUGNAKOU ,510,4 375 ,2 152 ,2 223 ,8.6
                GOMMEY ,193,2 066 ,1 080 ,986,10.7
                GOUNKPADE ,689,5 788 ,2 834 ,2 954 ,8.4
                SONON ,395,3 615 ,1 780 ,1 835 ,9.2
                GUINAGOUROU ,538,3 953 ,1 930 ,2 023 ,7.3
                GUINAGOUROU-PEULH ,89,909,431,478,10.2
                NASSY ,335,3 530 ,1 747 ,1 783 ,10.5
                WONDOU ,100,1 098 ,529,569,11
            ARROND: KPANE ,315,3 067 ,1 485 ,1 582 ,9.7
                KPANE BOUGNEROU ,85,883,422,461,10.4
                KPANE GUEA ,155,1 581 ,777,804,10.2
                TABEROU ,75,603,286,317,8
            ARROND: PEBIE ,625,5 865 ,2 876 ,2 989 ,9.4
                GUINRO ,38,380,193,187,10
                KPEBIE ,281,2 156 ,1 062 ,1 094 ,7.7
                TCHORI ,133,1 436 ,703,733,10.8
                WON ,173,1 893 ,918,975,10.9
            ARROND: SONTOU ,833,7 737 ,3 912 ,3 825 ,9.3
                ALAFIAROU ,140,1 449 ,759,690,10.4
                BANI PEULH ,163,1 546 ,782,764,9.5
                BONROU ,51,491,239,252,9.6
                BONROU GANDO ,146,1 188 ,630,558,8.1
                SONTOU ,333,3 063 ,1 502 ,1 561 ,9.2
            ARROND: PERERE ,1 837 ,15 927 ,8 047 ,7 880 ,8.7
                BAWERA (PERERE I) ,470,3 654 ,1 841 ,1 813 ,7.8
                MIMA-BERY (PERERE II) ,741,5 768 ,2 934 ,2 834 ,7.8
                OURAROU ,134,1 254 ,634,620,9.4
                PEREGOUROU ,134,1 399 ,730,669,10.4
                PERERE PEULH ,45,510,237,273,11.3
                SOUBADO ,164,1 826 ,886,940,11.1
                WOROKPO ,149,1 516 ,785,731,10.2
        COM: SINENDE ,9 398 ,91 672 ,45 640 ,46 032 ,9.8
            ARROND: FO-BOURE ,1 627 ,15 268 ,7 638 ,7 630 ,9.4
                FO BOUKO I ,145,1 239 ,593,646,8.5
                NAREROU ,150,1 373 ,700,673,9.2
                FO BOURE ,312,2 561 ,1 265 ,1 296 ,8.2
                FO-BOURE-PEULH ,195,2 235 ,1 102 ,1 133 ,11.5
                SAKAROU ,189,2 010 ,1 018 ,992,10.6
                SEROU ,197,1 838 ,943,895,9.3
                SOKKA ,264,2 527 ,1 261 ,1 266 ,9.6
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                TOUME ,175,1 485 ,756,729,8.5
            ARROND: SEREKE ,2 243 ,23 493 ,11 575 ,11 918 ,10.5
                KPARO ,142,1 540 ,741,799,10.8
                SEKERE-GANDO ,469,5 800 ,2 848 ,2 952 ,12.4
                SEKERE-MARO ,580,5 829 ,2 865 ,2 964 ,10.1
                SEKOKPAROU ,265,2 794 ,1 380 ,1 414 ,10.5
                YARRA BARIBA ,315,2 982 ,1 449 ,1 533 ,9.5
                YARRA GANDO ,209,2 092 ,1 067 ,1 025 ,10
                YARRA KOURI ,172,1 702 ,813,889,9.9
                YARRA PEULH ,91,754,412,342,8.3
            ARROND: SIKKI ,1 738 ,17 644 ,8 804 ,8 840 ,10.2
                GORO BANI ,150,1 510 ,764,746,10.1
                SIKKI GOUROU ,288,2 391 ,1 146 ,1 245 ,8.3
                SIKKI II ,293,2 294 ,1 163 ,1 131 ,7.8
                SIKKI GANDO ,240,2 636 ,1 335 ,1 301 ,11
                SIKKI I PEULH ,231,2 813 ,1 396 ,1 417 ,12.2
                SIKKI PEULH II ,147,1 491 ,745,746,10.1
                WARI ,119,1 193 ,598,595,10
                WARI GANDO ,182,2 332 ,1 164 ,1 168 ,12.8
                WARI PEULH ,88,984,493,491,11.2
            ARROND: SINENDE ,3 790 ,35 267 ,17 623 ,17 644 ,9.3
                DIADIA ,319,3 284 ,1 621 ,1 663 ,10.3
                DIDI ,165,1 617 ,847,770,9.8
                GNANRO-BARIBA ,578,5 761 ,2 854 ,2 907 ,10
                GNANRO-GANDO ,349,3 133 ,1 622 ,1 511 ,9
                GOUROU ,731,5 779 ,2 879 ,2 900 ,7.9
                GOUROPU KPEROU ,185,2 131 ,1 083 ,1 048 ,11.5
                GUESSOU BANI ,550,4 595 ,2 267 ,2 328 ,8.4
                KOSSIA ,223,2 179 ,1 088 ,1 091 ,9.8
                LEMANOU ,559,4 800 ,2 365 ,2 435 ,8.6
                SINENDE PEULH ,131,1 988 ,997,991,15.2
        COM: TCHAOUROU ,30 121 ,223 138 ,111 576 ,111 562 ,7.4
            ARROND: ALAFIAROU ,1 988 ,15 290 ,7 670 ,7 620 ,7.7
                AGBASSA ,544,4 461 ,2 157 ,2 304 ,8.2
                ALAFIAROU ,806,6 415 ,3 298 ,3 117 ,8
                KODA ,384,2 223 ,1 090 ,1 133 ,5.8
                KOKO ,254,2 191 ,1 125 ,1 066 ,8.6
            ARROND: BETEROU ,4 352 ,34 905 ,17 694 ,17 211 ,8
                BANIGRI ,264,2 703 ,1 338 ,1 365 ,10.2
                BETEROU ,1 182 ,7 849 ,4 004 ,3 845 ,6.6
                KPESSOU ,631,5 661 ,2 881 ,2 780 ,9
                SINAHOU ,618,5 086 ,2 552 ,2 534 ,8.2
                WARI-MARO ,946,7 882 ,4 074 ,3 808 ,8.3
                YEBESSI ,711,5 724 ,2 845 ,2 879 ,8.1
            ARROND: GORO ,733,6 283 ,3 026 ,3 257 ,8.6
                GORO I ,237,2 108 ,992,1 116 ,8.9
                GORO II ,363,2 895 ,1 424 ,1 471 ,8
                GORO III ,133,1 280 ,610,670,9.6
            ARROND: KIKA ,7 428 ,54 349 ,27 390 ,26 959 ,7.3
                KABO ,1 764 ,12 377 ,6 126 ,6 251 ,7
                KIKA I ,930,7 248 ,3 730 ,3 518 ,7.8
                KIKA II ,409,2 719 ,1 440 ,1 279 ,6.6
                KPARI ,1 168 ,8 713 ,4 330 ,4 383 ,7.5
                MONRAWONKOUROU ,666,4 985 ,2 518 ,2 467 ,7.5
                KPASSA ,1 037 ,6 689 ,3 396 ,3 293 ,6.5
                TANDOU ,1 454 ,11 618 ,5 850 ,5 768 ,8
            ARROND: SANSON ,2 741 ,20 608 ,10 350 ,10 258 ,7.5
                BAREROU ,662,4 267 ,2 146 ,2 121 ,6.4
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                KPASSATONA ,767,5 925 ,2 955 ,2 970 ,7.7
                SANSON ,905,6 986 ,3 509 ,3 477 ,7.7
                SEBOU ,407,3 430 ,1 740 ,1 690 ,8.4
            ARROND: TCHATCHOU ,5 988 ,47 841 ,23 531 ,24 310 ,8
                BADEKPAROU ,617,4 740 ,2 335 ,2 405 ,7.7
                BAH MAMAN BONI ,336,2 885 ,1 419 ,1 466 ,8.6
                KINNOU-KPANNOU ,803,7 352 ,3 545 ,3 807 ,9.2
                KOUBOU ,492,4 123 ,2 012 ,2 111 ,8.4
                TCHATCHOU ,3 359 ,25 410 ,12 575 ,12 835 ,7.6
                TEKPAROU ,381,3 331 ,1 645 ,1 686 ,8.7
            ARROND: TCHAOUROU ,6 891 ,43 862 ,21 915 ,21 947 ,6.4
                BORONE ,606,4 325 ,2 215 ,2 110 ,7.1
                GUINIROU ,1 046 ,8 434 ,4 051 ,4 383 ,8.1
                OKE KAGBA ,811,4 885 ,2 575 ,2 310 ,6
                PAPANE ,1 104 ,7 117 ,3 555 ,3 562 ,6.4
                TCHAOUROU ,1 505 ,8 158 ,4 022 ,4 136 ,5.4
                WOROGUI ,1 819 ,10 943 ,5 497 ,5 446 ,6
 , ,,,,
DEPARTEMENT DES COLLINES,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
    DEP: COLLINES ,129 159 ,717 477 ,353 592 ,363 885 ,5.6
        COM: BANTE ,18 215 ,107 181 ,52 516 ,54 665 ,5.9
            ARROND: AGOUA ,1 544 ,8 078 ,3 984 ,4 094 ,5.2
                KLOUBOU ,186,929,456,473,5
                N'TCHON ,552,2 856 ,1 423 ,1 433 ,5.2
                AGOUA N'TCHOTCHE ,806,4 293 ,2 105 ,2 188 ,5.3
            ARROND: AKPASSI ,2 215 ,12 967 ,6 407 ,6 560 ,5.9
                BANON ,336,2 137 ,1 068 ,1 069 ,6.4
                ILLAGBO ,721,3 923 ,1 971 ,1 952 ,5.4
                ILLARE ,794,5 038 ,2 440 ,2 598 ,6.3
                OLOTO ,364,1 869 ,928,941,5.1
            ARROND: ATOKOLIGBE ,2 061 ,12 863 ,6 306 ,6 557 ,6.2
                AGBON ,802,4 523 ,2 253 ,2 270 ,5.6
                ALOBA ,351,2 691 ,1 295 ,1 396 ,7.7
                ATOKOLIBE ,488,3 268 ,1 627 ,1 641 ,6.7
                MALOMI ,420,2 381 ,1 131 ,1 250 ,5.7
            ARROND: BOBE ,1 175 ,7 494 ,3 791 ,3 703 ,6.4
                ASSABA ,383,2 375 ,1 225 ,1 150 ,6.2
                BOBE ,262,1 655 ,809,846,6.3
                DJAGBALO ,530,3 464 ,1 757 ,1 707 ,6.5
            ARROND: GOUKA ,3 175 ,17 673 ,8 565 ,9 108 ,5.6
                GALATA ,355,2 248 ,1 067 ,1 181 ,6.3
                GBEDJE ,467,2 686 ,1 308 ,1 378 ,5.8
                GOUKA ,772,4 665 ,2 224 ,2 441 ,6
                MAMATCHOKPE ,291,1 360 ,630,730,4.7
                MAYAMON ,679,3 096 ,1 537 ,1 559 ,4.6
                SAKO ,203,1 351 ,641,710,6.7
                ZOHOUNGO ZOGON ,408,2 267 ,1 158 ,1 109 ,5.6
            ARROND: KOKO ,1 078 ,7 259 ,3 579 ,3 680 ,6.7
                AKPAKA ,65,451,221,230,6.9
                ITCHOCOBO ,596,3 939 ,1 968 ,1 971 ,6.6
                ISSALE ,417,2 869 ,1 390 ,1 479 ,6.9
            ARROND: LOUGBA ,1 145 ,8 380 ,4 090 ,4 290 ,7.3
                LOUGBA AGONGNI ,295,1 956 ,920,1 036 ,6.6
                GOCHA ,359,2 525 ,1 246 ,1 279 ,7
                LOUGBA KOTAKPA ,491,3 899 ,1 924 ,1 975 ,7.9
            ARROND: PIRA ,2 357 ,14 785 ,7 206 ,7 579 ,6.3
                PIRA ADJIGO ,1 053 ,6 315 ,3 033 ,3 282 ,6
                PIRA IDI-OGOU ,879,5 727 ,2 846 ,2 881 ,6.5
                OKOUTA-OSSE ,425,2 743 ,1 327 ,1 416 ,6.5
            ARROND: BANTE ,3 465 ,17 682 ,8 588 ,9 094 ,5.1
                ADJANTE ,275,1 510 ,725,785,5.5
                BASSON ,968,5 237 ,2 493 ,2 744 ,5.4
                GBEGAMEY ,1 485 ,7 177 ,3 554 ,3 623 ,4.8
                ILELAKOUN ,737,3 758 ,1 816 ,1 942 ,5.1
        COM: DASSA-ZOUME ,22 647 ,112 122 ,54 366 ,57 756 ,5
            ARROND: AKOFODJOULE ,1 330 ,7 548 ,3 674 ,3 874 ,5.7
                AGONDOKPO ,96,450,211,239,4.7
                AKOFODJOULE ,222,1 239 ,615,624,5.6
                ATINKPAYE ,507,3 047 ,1 439 ,1 608 ,6
                BANIGBE ,280,1 613 ,794,819,5.8
                BETEKOUKOU ,225,1 199 ,615,584,5.3
            ARROND: GBAFFO ,813,3 875 ,1 892 ,1 983 ,4.8
                AWAVA ,188,1 012 ,517,495,5.4
                DOVI SOME ,98,529,237,292,5.4
                GBAFFO ,357,1 452 ,706,746,4.1
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                GNONKPINGNON ,170,882,432,450,5.2
            ARROND: KERE ,1 877 ,9 374 ,4 422 ,4 952 ,5
                EROKOWARI ,181,1 003 ,463,540,5.5
                IGOHO ,375,2 122 ,1 020 ,1 102 ,5.7
                ITAGUI ,216,1 125 ,529,596,5.2
                KERE ,448,2 063 ,969,1 094 ,4.6
                KPAKPADA AGBAKOSSARE ,144,702,320,382,4.9
                OKEMERE ,352,1 639 ,784,855,4.7
                TANGBE ,161,720,337,383,4.5
            ARROND: KPINGNI ,1 764 ,8 264 ,4 017 ,4 247 ,4.7
                BAKEMA ,117,425,201,224,3.6
                FITA ,524,3 005 ,1 485 ,1 520 ,5.7
                KPINGNIN ,155,571,281,290,3.7
                TOGON ,272,1 164 ,549,615,4.3
                VEDJI ,696,3 099 ,1 501 ,1 598 ,4.5
            ARROND: LEMA ,960,5 605 ,2 726 ,2 879 ,5.8
                AGBAGOULE ,217,1 268 ,599,669,5.8
                KPAKPA ,187,1 029 ,501,528,5.5
                LEMA ,359,2 034 ,1 006 ,1 028 ,5.7
                ZANKOUMADON ,197,1 274 ,620,654,6.5
            ARROND: PAOUINGNAN ,6 210 ,31 626 ,15 352 ,16 274 ,5.1
                AGBOGBOME ,625,3 534 ,1 719 ,1 815 ,5.7
                AGNANDE ,529,2 253 ,1 116 ,1 137 ,4.3
                ASSIYO ,280,1 618 ,799,819,5.8
                DOME ,1 062 ,4 536 ,2 151 ,2 385 ,4.3
                GBEDAVO ,232,1 070 ,546,524,4.6
                GBOWELE ,802,4 795 ,2 294 ,2 501 ,6
                GOUNSOE ,628,3 964 ,1 946 ,2 018 ,6.3
                HOUNKPOGON ,362,1 865 ,868,997,5.2
                KINDJI ,177,813,382,431,4.6
                LISSA ,379,2 092 ,1 034 ,1 058 ,5.5
                OUEME ,445,1 951 ,926,1 025 ,4.4
                OUISSI ,356,1 558 ,786,772,4.4
                ZOUTO ATCHERIGBE ,333,1 577 ,785,792,4.7
            ARROND: SOCLOGBO ,2 287 ,11 570 ,5 696 ,5 874 ,5.1
                AGAO ,643,3 465 ,1 726 ,1 739 ,5.4
                AKOBA ,202,1 141 ,557,584,5.6
                DJIGBE ,474,2 231 ,1 113 ,1 118 ,4.7
                DOGBO ,91,494,249,245,5.4
                GBONOU ,361,1 652 ,852,800,4.6
                MINIFFI ,516,2 587 ,1 199 ,1 388 ,5
            ARROND: TRE ,1 062 ,4 799 ,2 223 ,2 576 ,4.5
                ADJOKAN ,152,610,292,318,4
                GANKPETIN ,207,939,452,487,4.5
                ITCHEGOU-TRE ,120,485,226,259,4
                ITCHOGUE-SOTRE ,125,570,264,306,4.6
                KPEKPEDE ,148,730,338,392,4.9
                LAGUEMA-TRE ,102,521,224,297,5.1
                LEMA-TRE ,166,779,350,429,4.7
                SEME-TRE ,42,165,77,88,3.9
            ARROND: DASSA I ,1 683 ,7 138 ,3 416 ,3 722 ,4.2
                AGBEGBE ,171,787,398,389,4.6
                AMANGASSA ,151,619,288,331,4.1
                ESSEBRE ,263,984,445,539,3.7
                ESSEKPA ,298,1 090 ,475,615,3.7
                LATIN ,464,2 031 ,990,1 041 ,4.4
                ZONGO ,336,1 627 ,820,807,4.8
            ARROND: DASSA II ,4 661 ,22 323 ,10 948 ,11 375 ,4.8
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                AYEDERO ,2 042 ,9 584 ,4 745 ,4 839 ,4.7
                BETOU ,308,1 412 ,718,694,4.6
                ESSEKPERE ,293,1 103 ,546,557,3.8
                IDAHO ,214,1 415 ,694,721,6.6
                ISSALOU ,680,3 204 ,1 598 ,1 606 ,4.7
                ILOULE I ,220,1 163 ,560,603,5.3
                MAHOU ,120,867,388,479,7.2
                MODJI GANGAN ,159,778,367,411,4.9
                MOUDJA ,82,441,208,233,5.4
                MOUMOUDJI ,543,2 356 ,1 124 ,1 232 ,4.3
        COM: GLAZOUE ,22 333 ,124 431 ,61 070 ,63 361 ,5.6
            ARROND: AKLANKPA ,4 184 ,25 756 ,12 845 ,12 911 ,6.2
                AFFIZOUNGO I ,443,2 608 ,1 276 ,1 332 ,5.9
                AFFIZOUNGO II ,632,3 696 ,1 873 ,1 823 ,5.8
                ALLAWENOUSSA I ,680,4 292 ,2 142 ,2 150 ,6.3
                ALLAWENOUSSA II ,781,4 455 ,2 213 ,2 242 ,5.7
                LAGBO ,621,3 929 ,1 983 ,1 946 ,6.3
                SOWIGNANDJI ,1 027 ,6 776 ,3 358 ,3 418 ,6.6
            ARROND: ASSANTE ,1 782 ,9 704 ,4 825 ,4 879 ,5.4
                ASSANTE ,707,3 410 ,1 683 ,1 727 ,4.8
                GBANLIN HANSOE ,459,3 217 ,1 626 ,1 591 ,7
                HOUIN ,616,3 077 ,1 516 ,1 561 ,5
            ARROND: GOME ,1 420 ,7 935 ,3 787 ,4 148 ,5.6
                GOME ,865,4 795 ,2 276 ,2 519 ,5.5
                HAYA ,204,1 308 ,625,683,6.4
                TANKOSSI ,89,577,277,300,6.5
                TCHATCHEGOU ,262,1 255 ,609,646,4.8
            ARROND: KPAKPAZA ,1 208 ,8 017 ,4 013 ,4 004 ,6.6
                KPAKPAZA ,319,2 097 ,1 066 ,1 031 ,6.6
                SOWE I ,543,3 938 ,1 997 ,1 941 ,7.3
                SOWE II ,189,1 029 ,498,531,5.4
                YAWA ,157,953,452,501,6.1
            ARROND: MAGOUMI ,1 605 ,10 538 ,5 174 ,5 364 ,6.6
                HOUALA ,201,1 232 ,593,639,6.1
                AIDJESSO ,370,2 420 ,1 167 ,1 253 ,6.5
                HAI ,373,2 214 ,1 132 ,1 082 ,5.9
                MONSO ,453,3 252 ,1 592 ,1 660 ,7.2
                OGUIRIN ,208,1 420 ,690,730,6.8
            ARROND: OUEDEME ,1 842 ,9 687 ,4 699 ,4 988 ,5.3
                GOTO ,446,2 129 ,994,1 135 ,4.8
                KPOTA ,476,2 436 ,1 231 ,1 205 ,5.1
                OUEDEME ,424,1 938 ,871,1 067 ,4.6
                YAGBO ,496,3 184 ,1 603 ,1 581 ,6.4
            ARROND: SOKPONTA ,1 286 ,7 758 ,3 727 ,4 031 ,6
                CAMATE ,194,1 036 ,509,527,5.3
                SOKPONTA ,674,3 339 ,1 568 ,1 771 ,5
                TCHAKALOKE ,418,3 383 ,1 650 ,1 733 ,8.1
            ARROND: THIO ,2 496 ,11 947 ,5 922 ,6 025 ,4.8
                ABESSOUHOUE ,356,1 887 ,970,917,5.3
                AGOUAGON ,455,2 209 ,1 099 ,1 110 ,4.9
                AKOMYA ,181,1 000 ,507,493,5.5
                ASSROMIHOUE ,494,1 849 ,862,987,3.7
                BETHEL ,179,963,481,482,5.4
                HOKO ,466,2 239 ,1 107 ,1 132 ,4.8
                KPASSALI ,117,418,203,215,3.6
                RIFFO ,248,1 382 ,693,689,5.6
            ARROND: ZAFFE ,2 334 ,13 053 ,6 252 ,6 801 ,5.6
                ADOUREKOMAN ,244,1 656 ,776,880,6.8
,,,,,
,Nombre ménages ,Total ,Masculin ,Féminin ,Taille ménage 
                EGBESSI ,207,1 047 ,513,534,5.1
                KABOLE ,620,2 892 ,1 394 ,1 498 ,4.7
                KPAKPA ZOUME ,190,1 145 ,553,592,6
                MENDENGBE ,405,2 163 ,1 041 ,1 122 ,5.3
                ZAFFE ,668,4 150 ,1 975 ,2 175 ,6.2
            ARROND: GLAZOUE ,4 176 ,20 036 ,9 826 ,10 210 ,4.8
                AFFECIA ,1 363 ,6 416 ,3 145 ,3 271 ,4.7
                AYEDERO ,1 155 ,5 263 ,2 499 ,2 764 ,4.6
                OGOUDAKO ,204,1 232 ,655,577,6
                OROKOTO ,503,2 471 ,1 257 ,1 214 ,4.9
                ZONGO ,951,4 654 ,2 270 ,2 384 ,4.9
        COM: OUESSE ,21 867 ,142 017 ,71 594 ,70 423 ,6.5
            ARROND: CHALLA-OGOI ,2 360 ,13 610 ,6 790 ,6 820 ,5.8
                BOTTI HOUEGBO ,274,1 351 ,678,673,4.9
                CHALLA OGOI ,321,2 041 ,994,1 047 ,6.4
                GBEDE ,243,1 383 ,705,678,5.7
                AGBORO IDOUYA ,313,1 875 ,965,910,6
